company_1,ceo_1,company_2,ceo_2,answer
PayPal,Dan Schulman,Yle,Merja Ylä-Anttila,Merja Ylä-Anttila
PayPal,Dan Schulman,Biogen,Michel Vounatsos,Michel Vounatsos
PayPal,Dan Schulman,Bethesda Softworks,Todd Howard,PayPal
PayPal,Dan Schulman,Carrefour Group,Alexandre Bompard,Alexandre Bompard
PayPal,Dan Schulman,Aeroflot,Sergei Alexandrovsky,PayPal
PayPal,Dan Schulman,ICANN,Göran Marby,Göran Marby
PayPal,Dan Schulman,AC Sparta Prague,Daniel Křetínský,Daniel Křetínský
PayPal,Dan Schulman,Dow Chemical Company,Jim Fitterling,Jim Fitterling
PayPal,Dan Schulman,Legrand,Benoît Coquart,Benoît Coquart
PayPal,Dan Schulman,Institut de chimie,Jacques Maddaluno,Jacques Maddaluno
PayPal,Dan Schulman,Pinterest,Ben Silbermann,Ben Silbermann
PayPal,Dan Schulman,thyssenkrupp AG,Ulrich Lehner,PayPal
PayPal,Dan Schulman,Raytheon Company,Thomas Kennedy,PayPal
PayPal,Dan Schulman,Fannie Mae,Timothy Mayopoulos,PayPal
PayPal,Dan Schulman,Red Hat,Matt Hicks,Matt Hicks
PayPal,Dan Schulman,Vertex Pharmaceuticals,Reshma Kewalramani,PayPal
Toyota,Akio Toyoda,Vodafone,Nick Read,Nick Read
Toyota,Akio Toyoda,SoftBank Group,Masayoshi Son,Masayoshi Son
Toyota,Akio Toyoda,Air Liquide,Benoît Potier,Benoît Potier
Toyota,Akio Toyoda,Visa Inc.,Alfred F. Kelly,Alfred F. Kelly
Toyota,Akio Toyoda,Klinikum Ernst von Bergmann,Dorothea Fischer,Dorothea Fischer
Toyota,Akio Toyoda,Air France,Frédéric Gagey,Frédéric Gagey
Toyota,Akio Toyoda,Sanofi,Olivier Brandicourt,Olivier Brandicourt
Toyota,Akio Toyoda,Goldman Sachs & Co. (US),David M. Solomon,David M. Solomon
Toyota,Akio Toyoda,BP,Bernard Looney,Bernard Looney
Toyota,Akio Toyoda,Schneider Electric,Jean-Pascal Tricoire,Jean-Pascal Tricoire
Toyota,Akio Toyoda,Continental AG,Elmar Degenhart,Elmar Degenhart
Toyota,Akio Toyoda,Energetický a průmyslový holding,Daniel Křetínský,Daniel Křetínský
Toyota,Akio Toyoda,American Express,Stephen Squeri,Stephen Squeri
Toyota,Akio Toyoda,Institute of Biological Sciences,André Le Bivic,André Le Bivic
Toyota,Akio Toyoda,FedEx,Raj Subramaniam,Raj Subramaniam
Toyota,Akio Toyoda,General Dynamics,Phebe Novakovic,Phebe Novakovic
Toyota,Akio Toyoda,Warner Music Group,Stephen Cooper,Stephen Cooper
Toyota,Akio Toyoda,BNP Paribas,Jean-Laurent Bonnafé,Jean-Laurent Bonnafé
Toyota,Akio Toyoda,Juniper Networks,Rami Rahim,Rami Rahim
Toyota,Akio Toyoda,Alliance '90/The Greens,Emily Büning,Emily Büning
Toyota,Akio Toyoda,Audi,Markus Duesmann,Markus Duesmann
Toyota,Akio Toyoda,U.S. Steel,David Burritt,David Burritt
Toyota,Akio Toyoda,AstraZeneca,Pascal Soriot,Pascal Soriot
Toyota,Akio Toyoda,Target Corporation,Brian Cornell,Brian Cornell
Toyota,Akio Toyoda,Česká spořitelna,Tomáš Salomon,Tomáš Salomon
Toyota,Akio Toyoda,STMicroelectronics,Jean-Marc Chéry,Jean-Marc Chéry
Toyota,Akio Toyoda,Brussels Airport,Arnaud Feist,Arnaud Feist
Toyota,Akio Toyoda,Aspen Institute,Daniel R. Porterfield,Daniel R. Porterfield
Toyota,Akio Toyoda,Christian Social Union of Bavaria,Hans Michael Strepp,Hans Michael Strepp
Toyota,Akio Toyoda,World Wide Fund for Nature,Marco Lambertini,Marco Lambertini
Toyota,Akio Toyoda,Morgan Stanley,James P. Gorman,James P. Gorman
Toyota,Akio Toyoda,Globcal International,David J. Wright,David J. Wright
Toyota,Akio Toyoda,Abbott Laboratories,Robert B. Ford,Robert B. Ford
Toyota,Akio Toyoda,Qualcomm Inc.,Cristiano Amon,Cristiano Amon
Toyota,Akio Toyoda,Maersk,Søren Skou,Søren Skou
Toyota,Akio Toyoda,Bertelsmann,Thomas Rabe,Thomas Rabe
Toyota,Akio Toyoda,University of Leeds,Alan Langlands,Alan Langlands
Toyota,Akio Toyoda,LinkedIn,Ryan Roslansky,Ryan Roslansky
Toyota,Akio Toyoda,Thales Group,Patrice Caine,Patrice Caine
Toyota,Akio Toyoda,The Home Depot,Craig Menear,Craig Menear
Toyota,Akio Toyoda,Gilead Sciences,Daniel O'Day,Daniel O'Day
Toyota,Akio Toyoda,Wells Fargo,Charlie Scharf,Charlie Scharf
Toyota,Akio Toyoda,Deere & Company,Charles Deere Wiman,Charles Deere Wiman
Toyota,Akio Toyoda,Saudi Aramco,Amin H. Al-Nasser,Amin H. Al-Nasser
Toyota,Akio Toyoda,Chevron Corporation,Mike Wirth,Mike Wirth
Toyota,Akio Toyoda,ArcelorMittal,Aditya Mittal,Aditya Mittal
Toyota,Akio Toyoda,HP Inc.,Dion Weisler,Dion Weisler
Toyota,Akio Toyoda,Airbus Group,Guillaume Faury,Guillaume Faury
Toyota,Akio Toyoda,Accor,Sven Boinet,Sven Boinet
Toyota,Akio Toyoda,Adidas AG,Bjørn Gulden,Bjørn Gulden
Toyota,Akio Toyoda,O2 Czech Republic,Jindřich Fremuth,Jindřich Fremuth
Toyota,Akio Toyoda,Toshiba,Nobuaki Kurumatani,Nobuaki Kurumatani
Toyota,Akio Toyoda,The Salvation Army,Brian Peddle,Brian Peddle
Toyota,Akio Toyoda,The Lego Group,Niels B. Christiansen,Niels B. Christiansen
Toyota,Akio Toyoda,SAP,Jennifer Morgan,Jennifer Morgan
Toyota,Akio Toyoda,Qantas,Alan Joyce,Alan Joyce
Toyota,Akio Toyoda,Électricité de France,Jean-Bernard Lévy,Jean-Bernard Lévy
Toyota,Akio Toyoda,Ericsson,Börje Ekholm,Börje Ekholm
Toyota,Akio Toyoda,Major League Soccer,Don Garber,Don Garber
Toyota,Akio Toyoda,Costco,W. Craig Jelinek,Toyota
Toyota,Akio Toyoda,Merck & Co.,Kenneth Frazier,Kenneth Frazier
Toyota,Akio Toyoda,Airbus,Guillaume Faury,Guillaume Faury
Toyota,Akio Toyoda,Cloudflare,Matthew Prince,Matthew Prince
Toyota,Akio Toyoda,Allwyn International,Robert Chvátal,Robert Chvátal
Toyota,Akio Toyoda,Vivendi,Yannick Bolloré,Toyota
Toyota,Akio Toyoda,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Toyota,Akio Toyoda,Valeo,Jacques Aschenbroich,Jacques Aschenbroich
Toyota,Akio Toyoda,Naturschutzbund Deutschland,Susanne Baumann,Susanne Baumann
Toyota,Akio Toyoda,British Council,Ciarán Devane,Ciarán Devane
Toyota,Akio Toyoda,Philip Morris International,Jacek Olczak,Jacek Olczak
Toyota,Akio Toyoda,Rheinmetall AG,Armin Papperger,Armin Papperger
Toyota,Akio Toyoda,FC Bayern Munich,Herbert Hainer,Herbert Hainer
Toyota,Akio Toyoda,Mapbox,Peter Sirota,Peter Sirota
Toyota,Akio Toyoda,Alibaba Group,Daniel Zhang,Daniel Zhang
Toyota,Akio Toyoda,České dráhy,Michal Krapinec,Michal Krapinec
Toyota,Akio Toyoda,Activision Blizzard,Bobby Kotick,Bobby Kotick
Toyota,Akio Toyoda,KLM,Pieter Elbers,Pieter Elbers
Toyota,Akio Toyoda,Comcast,Brian L. Roberts,Brian L. Roberts
Toyota,Akio Toyoda,DR,Maria Rørbye Rønn,Maria Rørbye Rønn
Toyota,Akio Toyoda,Paramount Global,Robert Bakish,Robert Bakish
Toyota,Akio Toyoda,Accenture,Julie Sweet,Julie Sweet
Toyota,Akio Toyoda,Channel One Russia,Konstantin Ernst,Konstantin Ernst
Toyota,Akio Toyoda,AOL,Tim Armstrong,Tim Armstrong
Toyota,Akio Toyoda,CVS Health,Larry Merlo,Larry Merlo
Toyota,Akio Toyoda,SpaceX,Elon Musk,Elon Musk
Toyota,Akio Toyoda,Finnair,Pekka Vauramo,Pekka Vauramo
Toyota,Akio Toyoda,Kroger,Rodney McMullen,Rodney McMullen
Toyota,Akio Toyoda,Colgate-Palmolive Company,Ian M. Cook,Ian M. Cook
Toyota,Akio Toyoda,ConocoPhillips,Ryan Lance,Ryan Lance
Toyota,Akio Toyoda,Lenovo,Yang Yuanqing,Toyota
Toyota,Akio Toyoda,Kering,François-Henri Pinault,François-Henri Pinault
Toyota,Akio Toyoda,"Honeywell International, Inc.",Darius Adamczyk,Darius Adamczyk
Toyota,Akio Toyoda,Viacom,Robert Bakish,Robert Bakish
Toyota,Akio Toyoda,Honda,Takahiro Hachigō,Takahiro Hachigō
Toyota,Akio Toyoda,Sberbank of Russia,Herman Gref,Herman Gref
Toyota,Akio Toyoda,Chartered Institute of Library and Information Professionals,Nick Poole,Nick Poole
Toyota,Akio Toyoda,Kyushu Railway Company,Yōji Furumiya,Toyota
Toyota,Akio Toyoda,Heineken,Freddy Heineken,Freddy Heineken
Toyota,Akio Toyoda,Amazon Web Services,Andy Jassy,Andy Jassy
Toyota,Akio Toyoda,Paramount Pictures,Jim Gianopulos,Jim Gianopulos
Toyota,Akio Toyoda,Nortel,Mike S. Zafirovski,Mike S. Zafirovski
Toyota,Akio Toyoda,Mondelez International,Dirk Van de Put,Dirk Van de Put
Toyota,Akio Toyoda,United Airlines,Scott Kirby,Scott Kirby
Toyota,Akio Toyoda,Institute of Human and Social Sciences,Marie Gaille,Marie Gaille
Toyota,Akio Toyoda,Ferrari S.p.A.,Benedetto Vigna,Benedetto Vigna
Toyota,Akio Toyoda,H&M,Karl-Johan Persson,Karl-Johan Persson
Toyota,Akio Toyoda,Hokkaido Railway Company,Yasuyuki Watanuki,Toyota
Toyota,Akio Toyoda,Dassault Systèmes,Bernard Charlès,Bernard Charlès
Toyota,Akio Toyoda,Kimberly-Clark,Thomas J. Falk,Thomas J. Falk
Toyota,Akio Toyoda,Eli Lilly and Company,David A. Ricks,David A. Ricks
Toyota,Akio Toyoda,Hitachi,Toshiaki Higashihara,Toshiaki Higashihara
Toyota,Akio Toyoda,Škoda Transportation,Petr Brzezina,Petr Brzezina
Toyota,Akio Toyoda,Bristol-Myers Squibb,Giovanni Caforio,Giovanni Caforio
Toyota,Akio Toyoda,University of Gothenburg,Pam Fredman,Pam Fredman
Toyota,Akio Toyoda,Seagate Technology,Stephen J. Luczo,Stephen J. Luczo
Toyota,Akio Toyoda,Lukoil,Vagit Alekperov,Toyota
Toyota,Akio Toyoda,Československá obchodní banka,Aleš Blažek,Aleš Blažek
Toyota,Akio Toyoda,International Telecommunication Union,Houlin Zhao,Houlin Zhao
Toyota,Akio Toyoda,Médecins Sans Frontières,Christos Christou,Christos Christou
Toyota,Akio Toyoda,Capgemini,Paul Hermelin,Paul Hermelin
Toyota,Akio Toyoda,GitHub,Nat Friedman,Nat Friedman
Toyota,Akio Toyoda,Netgear,Patrick Lo,Patrick Lo
Toyota,Akio Toyoda,ABB Group,Ulrich Spiesshofer,Toyota
Toyota,Akio Toyoda,Komerční banka,Jan Juchelka,Jan Juchelka
Toyota,Akio Toyoda,Electrolux,Jonas Samuelson,Jonas Samuelson
Toyota,Akio Toyoda,Bell Resources,Mark Avery,Mark Avery
Toyota,Akio Toyoda,TIM Group,Salvatore Rossi,Salvatore Rossi
Toyota,Akio Toyoda,Novartis,Joseph Jimenez,Joseph Jimenez
Toyota,Akio Toyoda,Yum! Brands,Greg Creed,Greg Creed
Toyota,Akio Toyoda,GlaxoSmithKline,Emma Walmsley,Emma Walmsley
Toyota,Akio Toyoda,Solvay,Ilham Kadri,Ilham Kadri
Toyota,Akio Toyoda,METRO AG,Steffen Greubel,Steffen Greubel
Toyota,Akio Toyoda,Infineon Technologies,Jochen Hanebeck,Jochen Hanebeck
Toyota,Akio Toyoda,BlackRock,Larry Fink,Larry Fink
Toyota,Akio Toyoda,Food and Agriculture Organization,Mohammed Shia' Al Sudani,Mohammed Shia' Al Sudani
Toyota,Akio Toyoda,Simon & Schuster,Richard E. Snyder,Richard E. Snyder
Toyota,Akio Toyoda,Best Buy,Hubert Joly,Hubert Joly
Toyota,Akio Toyoda,Humana,Bruce Broussard,Bruce Broussard
Toyota,Akio Toyoda,GMV Innovating Solutions,Jesús Serrano Martínez,Jesús Serrano Martínez
Toyota,Akio Toyoda,T-Mobile US,Mike Sievert,Mike Sievert
Toyota,Akio Toyoda,FC Viktoria Köln,Axel Freisewinkel,Axel Freisewinkel
Toyota,Akio Toyoda,Broderbund,Doug Carlston,Doug Carlston
Toyota,Akio Toyoda,Hasbro,Brian Goldner,Brian Goldner
Toyota,Akio Toyoda,Hyundai Motor Company,Chung Eui-sun,Chung Eui-sun
Toyota,Akio Toyoda,Nederlandse Spoorwegen,Marjan Rintel,Marjan Rintel
Toyota,Akio Toyoda,NBCUniversal,Steve Burke,Steve Burke
Toyota,Akio Toyoda,Peterson Institute for International Economics,C. Fred Bergsten,C. Fred Bergsten
Toyota,Akio Toyoda,Orlen Unipetrol,Andrzej Modrzejewski,Andrzej Modrzejewski
Toyota,Akio Toyoda,Valve Corporation,Gabe Newell,Gabe Newell
Toyota,Akio Toyoda,Tesco,Ken Murph,Ken Murph
Toyota,Akio Toyoda,TV Rain,Natalya Sindeyeva,Natalya Sindeyeva
Toyota,Akio Toyoda,PricewaterhouseCoopers,Samuel DiPiazza,Samuel DiPiazza
Toyota,Akio Toyoda,UBS,Sergio Ermotti,Sergio Ermotti
Toyota,Akio Toyoda,Opera Software,Jon Stephenson von Tetzchner,Jon Stephenson von Tetzchner
Toyota,Akio Toyoda,Publicis,Maurice Lévy,Maurice Lévy
Toyota,Akio Toyoda,BT Group,Philip Jansen,Philip Jansen
Toyota,Akio Toyoda,Smartwings,Roman Vik,Roman Vik
Toyota,Akio Toyoda,Cognizant,Francisco D'Souza,Francisco D'Souza
Toyota,Akio Toyoda,BlackBerry,John S. Chen,John S. Chen
Toyota,Akio Toyoda,Wolters Kluwer,Nancy McKinstry,Nancy McKinstry
Toyota,Akio Toyoda,Yle,Merja Ylä-Anttila,Merja Ylä-Anttila
Toyota,Akio Toyoda,Biogen,Michel Vounatsos,Michel Vounatsos
Toyota,Akio Toyoda,Bethesda Softworks,Todd Howard,Todd Howard
Toyota,Akio Toyoda,Carrefour Group,Alexandre Bompard,Alexandre Bompard
Toyota,Akio Toyoda,Aeroflot,Sergei Alexandrovsky,Sergei Alexandrovsky
Toyota,Akio Toyoda,ICANN,Göran Marby,Göran Marby
Toyota,Akio Toyoda,AC Sparta Prague,Daniel Křetínský,Daniel Křetínský
Toyota,Akio Toyoda,Dow Chemical Company,Jim Fitterling,Jim Fitterling
Toyota,Akio Toyoda,Legrand,Benoît Coquart,Benoît Coquart
Toyota,Akio Toyoda,Institut de chimie,Jacques Maddaluno,Jacques Maddaluno
Toyota,Akio Toyoda,Pinterest,Ben Silbermann,Ben Silbermann
Toyota,Akio Toyoda,thyssenkrupp AG,Ulrich Lehner,Toyota
Toyota,Akio Toyoda,Raytheon Company,Thomas Kennedy,Thomas Kennedy
Toyota,Akio Toyoda,Fannie Mae,Timothy Mayopoulos,Timothy Mayopoulos
Toyota,Akio Toyoda,Red Hat,Matt Hicks,Matt Hicks
Toyota,Akio Toyoda,Vertex Pharmaceuticals,Reshma Kewalramani,Reshma Kewalramani
Vodafone,Nick Read,SoftBank Group,Masayoshi Son,Masayoshi Son
Vodafone,Nick Read,Air Liquide,Benoît Potier,Benoît Potier
Vodafone,Nick Read,Visa Inc.,Alfred F. Kelly,Alfred F. Kelly
Vodafone,Nick Read,Klinikum Ernst von Bergmann,Dorothea Fischer,Dorothea Fischer
Vodafone,Nick Read,Air France,Frédéric Gagey,Frédéric Gagey
Vodafone,Nick Read,Sanofi,Olivier Brandicourt,Olivier Brandicourt
Vodafone,Nick Read,Goldman Sachs & Co. (US),David M. Solomon,David M. Solomon
Vodafone,Nick Read,BP,Bernard Looney,Bernard Looney
Vodafone,Nick Read,Schneider Electric,Jean-Pascal Tricoire,Jean-Pascal Tricoire
Vodafone,Nick Read,Continental AG,Elmar Degenhart,Elmar Degenhart
Vodafone,Nick Read,Energetický a průmyslový holding,Daniel Křetínský,Daniel Křetínský
Vodafone,Nick Read,American Express,Stephen Squeri,Stephen Squeri
Vodafone,Nick Read,Institute of Biological Sciences,André Le Bivic,André Le Bivic
Vodafone,Nick Read,FedEx,Raj Subramaniam,Raj Subramaniam
Vodafone,Nick Read,General Dynamics,Phebe Novakovic,Phebe Novakovic
Vodafone,Nick Read,Warner Music Group,Stephen Cooper,Stephen Cooper
Vodafone,Nick Read,BNP Paribas,Jean-Laurent Bonnafé,Jean-Laurent Bonnafé
Vodafone,Nick Read,Juniper Networks,Rami Rahim,Rami Rahim
Vodafone,Nick Read,Alliance '90/The Greens,Emily Büning,Emily Büning
Vodafone,Nick Read,Audi,Markus Duesmann,Markus Duesmann
Vodafone,Nick Read,U.S. Steel,David Burritt,David Burritt
Vodafone,Nick Read,AstraZeneca,Pascal Soriot,Pascal Soriot
Vodafone,Nick Read,Target Corporation,Brian Cornell,Brian Cornell
Vodafone,Nick Read,Česká spořitelna,Tomáš Salomon,Tomáš Salomon
Vodafone,Nick Read,STMicroelectronics,Jean-Marc Chéry,Jean-Marc Chéry
Vodafone,Nick Read,Brussels Airport,Arnaud Feist,Arnaud Feist
Vodafone,Nick Read,Aspen Institute,Daniel R. Porterfield,Daniel R. Porterfield
Vodafone,Nick Read,Christian Social Union of Bavaria,Hans Michael Strepp,Hans Michael Strepp
Vodafone,Nick Read,World Wide Fund for Nature,Marco Lambertini,Marco Lambertini
Vodafone,Nick Read,Morgan Stanley,James P. Gorman,James P. Gorman
Vodafone,Nick Read,Globcal International,David J. Wright,David J. Wright
Vodafone,Nick Read,Abbott Laboratories,Robert B. Ford,Robert B. Ford
Vodafone,Nick Read,Qualcomm Inc.,Cristiano Amon,Cristiano Amon
Vodafone,Nick Read,Maersk,Søren Skou,Søren Skou
Vodafone,Nick Read,Bertelsmann,Thomas Rabe,Thomas Rabe
Vodafone,Nick Read,University of Leeds,Alan Langlands,Alan Langlands
Vodafone,Nick Read,LinkedIn,Ryan Roslansky,Ryan Roslansky
Vodafone,Nick Read,Thales Group,Patrice Caine,Patrice Caine
Vodafone,Nick Read,The Home Depot,Craig Menear,Craig Menear
Vodafone,Nick Read,Gilead Sciences,Daniel O'Day,Daniel O'Day
Vodafone,Nick Read,Wells Fargo,Charlie Scharf,Charlie Scharf
Vodafone,Nick Read,Deere & Company,Charles Deere Wiman,Charles Deere Wiman
Vodafone,Nick Read,Saudi Aramco,Amin H. Al-Nasser,Amin H. Al-Nasser
Vodafone,Nick Read,Chevron Corporation,Mike Wirth,Mike Wirth
Vodafone,Nick Read,ArcelorMittal,Aditya Mittal,Aditya Mittal
Vodafone,Nick Read,HP Inc.,Dion Weisler,Dion Weisler
Vodafone,Nick Read,Airbus Group,Guillaume Faury,Guillaume Faury
Vodafone,Nick Read,Accor,Sven Boinet,Sven Boinet
Vodafone,Nick Read,Adidas AG,Bjørn Gulden,Bjørn Gulden
Vodafone,Nick Read,O2 Czech Republic,Jindřich Fremuth,Jindřich Fremuth
Vodafone,Nick Read,Toshiba,Nobuaki Kurumatani,Nobuaki Kurumatani
Vodafone,Nick Read,The Salvation Army,Brian Peddle,Brian Peddle
Vodafone,Nick Read,The Lego Group,Niels B. Christiansen,Niels B. Christiansen
Vodafone,Nick Read,SAP,Jennifer Morgan,Jennifer Morgan
Vodafone,Nick Read,Qantas,Alan Joyce,Alan Joyce
Vodafone,Nick Read,Électricité de France,Jean-Bernard Lévy,Jean-Bernard Lévy
Vodafone,Nick Read,Ericsson,Börje Ekholm,Börje Ekholm
Vodafone,Nick Read,Major League Soccer,Don Garber,Don Garber
Vodafone,Nick Read,Costco,W. Craig Jelinek,Vodafone
Vodafone,Nick Read,Merck & Co.,Kenneth Frazier,Kenneth Frazier
Vodafone,Nick Read,Airbus,Guillaume Faury,Guillaume Faury
Vodafone,Nick Read,Cloudflare,Matthew Prince,Matthew Prince
Vodafone,Nick Read,Allwyn International,Robert Chvátal,Robert Chvátal
Vodafone,Nick Read,Vivendi,Yannick Bolloré,Vodafone
Vodafone,Nick Read,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Vodafone,Nick Read,Valeo,Jacques Aschenbroich,Jacques Aschenbroich
Vodafone,Nick Read,Naturschutzbund Deutschland,Susanne Baumann,Susanne Baumann
Vodafone,Nick Read,British Council,Ciarán Devane,Ciarán Devane
Vodafone,Nick Read,Philip Morris International,Jacek Olczak,Jacek Olczak
Vodafone,Nick Read,Rheinmetall AG,Armin Papperger,Armin Papperger
Vodafone,Nick Read,FC Bayern Munich,Herbert Hainer,Herbert Hainer
Vodafone,Nick Read,Mapbox,Peter Sirota,Peter Sirota
Vodafone,Nick Read,Alibaba Group,Daniel Zhang,Daniel Zhang
Vodafone,Nick Read,České dráhy,Michal Krapinec,Michal Krapinec
Vodafone,Nick Read,Activision Blizzard,Bobby Kotick,Bobby Kotick
Vodafone,Nick Read,KLM,Pieter Elbers,Pieter Elbers
Vodafone,Nick Read,Comcast,Brian L. Roberts,Brian L. Roberts
Vodafone,Nick Read,DR,Maria Rørbye Rønn,Maria Rørbye Rønn
Vodafone,Nick Read,Paramount Global,Robert Bakish,Robert Bakish
Vodafone,Nick Read,Accenture,Julie Sweet,Julie Sweet
Vodafone,Nick Read,Channel One Russia,Konstantin Ernst,Konstantin Ernst
Vodafone,Nick Read,AOL,Tim Armstrong,Tim Armstrong
Vodafone,Nick Read,CVS Health,Larry Merlo,Larry Merlo
Vodafone,Nick Read,SpaceX,Elon Musk,Elon Musk
Vodafone,Nick Read,Finnair,Pekka Vauramo,Pekka Vauramo
Vodafone,Nick Read,Kroger,Rodney McMullen,Rodney McMullen
Vodafone,Nick Read,Colgate-Palmolive Company,Ian M. Cook,Ian M. Cook
Vodafone,Nick Read,ConocoPhillips,Ryan Lance,Ryan Lance
Vodafone,Nick Read,Lenovo,Yang Yuanqing,Vodafone
Vodafone,Nick Read,Kering,François-Henri Pinault,François-Henri Pinault
Vodafone,Nick Read,"Honeywell International, Inc.",Darius Adamczyk,Darius Adamczyk
Vodafone,Nick Read,Viacom,Robert Bakish,Robert Bakish
Vodafone,Nick Read,Honda,Takahiro Hachigō,Takahiro Hachigō
Vodafone,Nick Read,Sberbank of Russia,Herman Gref,Herman Gref
Vodafone,Nick Read,Chartered Institute of Library and Information Professionals,Nick Poole,Nick Poole
Vodafone,Nick Read,Kyushu Railway Company,Yōji Furumiya,Vodafone
Vodafone,Nick Read,Heineken,Freddy Heineken,Freddy Heineken
Vodafone,Nick Read,Amazon Web Services,Andy Jassy,Andy Jassy
Vodafone,Nick Read,Paramount Pictures,Jim Gianopulos,Jim Gianopulos
Vodafone,Nick Read,Nortel,Mike S. Zafirovski,Mike S. Zafirovski
Vodafone,Nick Read,Mondelez International,Dirk Van de Put,Dirk Van de Put
Vodafone,Nick Read,United Airlines,Scott Kirby,Scott Kirby
Vodafone,Nick Read,Institute of Human and Social Sciences,Marie Gaille,Marie Gaille
Vodafone,Nick Read,Ferrari S.p.A.,Benedetto Vigna,Benedetto Vigna
Vodafone,Nick Read,H&M,Karl-Johan Persson,Karl-Johan Persson
Vodafone,Nick Read,Hokkaido Railway Company,Yasuyuki Watanuki,Vodafone
Vodafone,Nick Read,Dassault Systèmes,Bernard Charlès,Bernard Charlès
Vodafone,Nick Read,Kimberly-Clark,Thomas J. Falk,Thomas J. Falk
Vodafone,Nick Read,Eli Lilly and Company,David A. Ricks,David A. Ricks
Vodafone,Nick Read,Hitachi,Toshiaki Higashihara,Toshiaki Higashihara
Vodafone,Nick Read,Škoda Transportation,Petr Brzezina,Petr Brzezina
Vodafone,Nick Read,Bristol-Myers Squibb,Giovanni Caforio,Giovanni Caforio
Vodafone,Nick Read,University of Gothenburg,Pam Fredman,Pam Fredman
Vodafone,Nick Read,Seagate Technology,Stephen J. Luczo,Stephen J. Luczo
Vodafone,Nick Read,Lukoil,Vagit Alekperov,Vagit Alekperov
Vodafone,Nick Read,Československá obchodní banka,Aleš Blažek,Aleš Blažek
Vodafone,Nick Read,International Telecommunication Union,Houlin Zhao,Houlin Zhao
Vodafone,Nick Read,Médecins Sans Frontières,Christos Christou,Christos Christou
Vodafone,Nick Read,Capgemini,Paul Hermelin,Paul Hermelin
Vodafone,Nick Read,GitHub,Nat Friedman,Nat Friedman
Vodafone,Nick Read,Netgear,Patrick Lo,Patrick Lo
Vodafone,Nick Read,ABB Group,Ulrich Spiesshofer,Ulrich Spiesshofer
Vodafone,Nick Read,Komerční banka,Jan Juchelka,Jan Juchelka
Vodafone,Nick Read,Electrolux,Jonas Samuelson,Jonas Samuelson
Vodafone,Nick Read,Bell Resources,Mark Avery,Mark Avery
Vodafone,Nick Read,TIM Group,Salvatore Rossi,Salvatore Rossi
Vodafone,Nick Read,Novartis,Joseph Jimenez,Joseph Jimenez
Vodafone,Nick Read,Yum! Brands,Greg Creed,Greg Creed
Vodafone,Nick Read,GlaxoSmithKline,Emma Walmsley,Emma Walmsley
Vodafone,Nick Read,Solvay,Ilham Kadri,Ilham Kadri
Vodafone,Nick Read,METRO AG,Steffen Greubel,Steffen Greubel
Vodafone,Nick Read,Infineon Technologies,Jochen Hanebeck,Jochen Hanebeck
Vodafone,Nick Read,BlackRock,Larry Fink,Larry Fink
Vodafone,Nick Read,Food and Agriculture Organization,Mohammed Shia' Al Sudani,Mohammed Shia' Al Sudani
Vodafone,Nick Read,Simon & Schuster,Richard E. Snyder,Richard E. Snyder
Vodafone,Nick Read,Best Buy,Hubert Joly,Hubert Joly
Vodafone,Nick Read,Humana,Bruce Broussard,Bruce Broussard
Vodafone,Nick Read,GMV Innovating Solutions,Jesús Serrano Martínez,Jesús Serrano Martínez
Vodafone,Nick Read,T-Mobile US,Mike Sievert,Mike Sievert
Vodafone,Nick Read,FC Viktoria Köln,Axel Freisewinkel,Axel Freisewinkel
Vodafone,Nick Read,Broderbund,Doug Carlston,Doug Carlston
Vodafone,Nick Read,Hasbro,Brian Goldner,Brian Goldner
Vodafone,Nick Read,Hyundai Motor Company,Chung Eui-sun,Chung Eui-sun
Vodafone,Nick Read,Nederlandse Spoorwegen,Marjan Rintel,Marjan Rintel
Vodafone,Nick Read,NBCUniversal,Steve Burke,Steve Burke
Vodafone,Nick Read,Peterson Institute for International Economics,C. Fred Bergsten,C. Fred Bergsten
Vodafone,Nick Read,Orlen Unipetrol,Andrzej Modrzejewski,Andrzej Modrzejewski
Vodafone,Nick Read,Valve Corporation,Gabe Newell,Gabe Newell
Vodafone,Nick Read,Tesco,Ken Murph,Ken Murph
Vodafone,Nick Read,TV Rain,Natalya Sindeyeva,Natalya Sindeyeva
Vodafone,Nick Read,PricewaterhouseCoopers,Samuel DiPiazza,Samuel DiPiazza
Vodafone,Nick Read,UBS,Sergio Ermotti,Sergio Ermotti
Vodafone,Nick Read,Opera Software,Jon Stephenson von Tetzchner,Jon Stephenson von Tetzchner
Vodafone,Nick Read,Publicis,Maurice Lévy,Maurice Lévy
Vodafone,Nick Read,BT Group,Philip Jansen,Philip Jansen
Vodafone,Nick Read,Smartwings,Roman Vik,Roman Vik
Vodafone,Nick Read,Cognizant,Francisco D'Souza,Francisco D'Souza
Vodafone,Nick Read,BlackBerry,John S. Chen,John S. Chen
Vodafone,Nick Read,Wolters Kluwer,Nancy McKinstry,Nancy McKinstry
Vodafone,Nick Read,Yle,Merja Ylä-Anttila,Merja Ylä-Anttila
Vodafone,Nick Read,Biogen,Michel Vounatsos,Michel Vounatsos
Vodafone,Nick Read,Bethesda Softworks,Todd Howard,Todd Howard
