	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
493	11360	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	17	2	['is' 'not' 'mentioned' 'in' 'the' 'article' '.' '</s>' '<s>' '<s>']	False	[-0.3398 -1.331  -0.675  ...  0.82    0.2898 -0.5186]
494	40279	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	12	18	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.06696 -0.665   -0.4038  ... -0.2837  -0.4238   0.0886 ]
495	32766	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	1	8	['stories' 'is' 'often' 'quite' 'simple' ',' 'with' 'a' 'focus' 'on']	False	[-0.01834  -0.00203  -0.07874  ... -0.03973  -0.03217  -0.001167]
496	56228	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	27	29	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.4023 -0.51   -3.102  ...  0.4492  0.2318 -1.868 ]
497	11788	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	25	3	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-0.2479  3.277  -6.59   ... -1.597   2.262  -3.02  ]
498	18755	2392131	Tesla's CEO	Name of father of {}	-1	-1	Tesla's CEO	Name of father of Elon Musk	Name of father of Tesla's CEO	Tesla	Elon Musk	Errol Musk	21	26	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-1.643    2.701    0.445   ... -0.02783  0.238    1.238  ]
499	22559	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	14	9	['is' 'not' 'the' 'same' 'as' 'the' 'language' 'used' 'in' 'the']	False	[-0.1194  0.1763 -1.57   ... -1.181   0.1973 -0.306 ]
500	45987	2392131	Tesla's CEO	Name of father of {}	-1	-1	Tesla's CEO	Name of father of Elon Musk	Name of father of Tesla's CEO	Tesla	Elon Musk	Errol Musk	19	23	['El' 'ig' 'ible' 'for' 'the' 'post' 'of' 'Professor' '/' 'Associ']	False	[ 0.7197  2.332  -0.308  ... -0.4736  0.0591  1.484 ]
501	23054	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	2	31	['aten' 'is' '{}' 'aten' '.' '\n' 'The' 'largest' 'city' 'in']	False	[-0.004665 -0.00969  -0.1794   ... -0.069    -0.05002  -0.02043 ]
502	47220	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	16	13	['is' 'Islam' 'abad' '.' '\n' 'The' 'capital' 'of' 'Pakistan' 'is']	False	[ 0.2325   0.921   -1.23    ... -1.395   -0.07666  0.3313 ]
503	24996	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	6	8	['of' 'the' 'text' 'is' 'formal' 'and' 'academic' '.' '\n' '\n']	False	[-0.1597  0.137  -0.4163 ... -0.593  -0.0917  0.2325]
504	39164	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	8	18	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.2869 -0.0889 -0.6304 ... -0.564  -0.2747  0.2993]
505	259	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	26	30	['is' 'located' 'in' 'the' 'state' 'of' '{}' 'and' 'is' 'the']	False	[ 0.6797  2.676  -6.363  ... -1.404   1.096  -1.655 ]
506	61956	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	1	14	['In' 'sur' 'ance' 'is' 'John' 'Smith' '.' '\n' '\n' 'The']	False	[ 0.075   -0.02542 -0.0101  ... -0.05634 -0.0661  -0.10156]
507	653	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	26	6	['is' 'New' 'York' 'City' '.' '\n' 'The' 'capital' 'of' 'France']	False	[ 1.048  -0.1897 -3.432  ...  0.0925  1.077  -1.079 ]
508	18514	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	19	14	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.09106  2.055   -1.833   ... -0.3123   2.115   -0.8906 ]
509	23211	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	23	30	['is' 'located' 'in' 'the' 'state' 'of' '{}' 'and' 'is' 'the']	False	[-0.9287  2.195  -4.438  ... -2.129   3.111  -2.588 ]
510	63084	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	10	26	"[',' '{},' 'and' '{}' 'is' 'called' 'the' '""' 'template' 'literal']"	False	[-0.5195  0.0664 -0.4263 ... -0.9214 -0.5435  0.4277]
511	49222	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	30	6	['is' 'the' 'U' '.' 'S' '.' 'doll' 'ar' '(' 'US']	False	[-1.322  4.78  -7.62  ... -4.42   2.297 -3.041]
512	27277	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	0	5	['C' 'AP' 'T' 'CH' 'A' 'is' 'a' 'play' 'on' 'words']	False	[ 0.0228   -0.04562   0.000206 ... -0.04517  -0.0475   -0.0082  ]
513	17973	2392131	Tesla's CEO	Name of father of {}	-1	-1	Tesla's CEO	Name of father of Elon Musk	Name of father of Tesla's CEO	Tesla	Elon Musk	Errol Musk	27	21	['El' 'ig' 'ible' 'for' 'the' 'post' 'of' 'Professor' '/' 'Associ']	False	[-3.332   2.574   0.732  ... -0.9595  1.993   2.293 ]
514	16913	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	18	10	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[ 0.0729  1.996  -2.5    ... -0.3994  0.936  -0.7324]
515	52760	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	8	31	['es' 'press' 'o' '.' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.02332 -0.4468   0.1649  ... -0.04016 -0.0958  -0.135  ]
516	72090	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	13	8	['is' 'not' 'the' 'capital' 'of' 'the' 'country' '.' '\n' '\n']	False	[-0.11017 -0.3325  -0.8345  ... -0.2559  -0.1765   0.4304 ]
517	21799	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	20	8	[',' 'the' 'company' 'that' 'developed' 'the' 'game' ',' 'is' 'George']	False	[-0.1696 -0.2034 -1.259  ...  1.061   0.796   0.0442]
518	33501	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	12	9	['is' 'not' 'necessarily' 'the' 'capital' '.' '\n' '\n' 'The' 'capital']	False	[-0.2483  -0.79    -0.1797  ... -0.4875  -0.02121  0.267  ]
519	62276	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	29	19	[',' 'son' 'of' '\n' '\n' '1' '.' 'Name' 'of' 'father']	False	[-2.36   3.574 -5.28  ... -0.636 -3.877  7.566]
520	36409	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	28	14	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-3.16   1.801 -6.383 ... -3.033  3.746 -3.156]
521	15891	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	21	20	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1389  2.77   -4.438  ... -1.055   2.09   -2.566 ]
522	52330	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	19	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.003113  1.503    -2.71     ... -1.077     1.951    -1.186   ]
523	45691	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	9	1	['of' 'the' 'world' 'is' 'not' 'New' 'York' ',' 'London' ',']	False	[-0.272  -0.129  -0.5405 ... -0.8145 -0.4443  0.304 ]
524	105	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	24	0	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-0.05493  2.434   -4.617   ... -1.203    3.479   -1.582  ]
525	62085	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	0	0	['of' 'the' 'bre' 'ed' 'is' 'not' 'known' ',' 'but' 'it']	False	[-0.02808  -0.00206  -0.0849   ...  0.003082 -0.00227   0.01715 ]
526	49737	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	23	2	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[ 0.05078  2.193   -5.355   ... -1.189    1.657   -1.363  ]
527	41937	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	18	25	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.0729  1.996  -2.5    ... -0.3994  0.936  -0.7324]
528	56450	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	10	4	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' '\n']	False	[-0.4329 -0.22   -0.681  ... -0.8994 -0.687   0.3008]
529	8771	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	1	15	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.02469  -0.009705 -0.0743   ... -0.04047  -0.0324   -0.01735 ]
530	60140	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	8	8	['of' 'the' 'text' 'is' 'formal' 'and' 'academic' '.' '\n' '\n']	False	[-0.2869 -0.0889 -0.6304 ... -0.564  -0.2747  0.2993]
531	31111	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	3	25	['under' 'the' 'h' 'ood' 'is' 'not' 'the' 'same' 'as' 'the']	False	[-0.0773  -0.03088 -0.3455  ... -0.1205  -0.1703  -0.01367]
532	60083	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	14	6	['is' 'not' 'the' 'capital' 'of' 'the' 'country' '.' '\n' 'The']	False	[-0.1194  0.1763 -1.57   ... -1.181   0.1973 -0.306 ]
533	29182	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	24	16	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-1.509  1.579 -4.29  ... -2.52   3.195 -2.   ]
534	57797	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	7	1	['of' 'the' 'text' 'is' 'not' 'specified' '.' '\n' '\n' 'The']	False	[-0.1824 -0.0884 -0.6367 ... -0.7163 -0.1492  0.32  ]
535	8813	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	25	5	['is' 'a' 'city' 'in' 'the' 'country' 'of' 'France' '.' 'It']	False	[-1.319  1.74  -3.86  ... -2.64   2.758 -2.902]
536	10541	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	1	24	['and' 'the' 'capital' 'of' 'the' 'country' 'is' 'located' 'in' 'the']	False	[-0.0379    -0.0009384 -0.0736    ... -0.02786   -0.02563   -0.02594  ]
537	50060	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	31	31	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[-0.3564  2.055  -3.994  ... -2.01    0.85    0.0444]
538	29043	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	19	30	[',' '{},' 'and' '{}' 'is' 'not' 'the' 'same' '.' '\n']	False	[-0.695    1.71    -2.455   ... -0.10156  2.54    -1.208  ]
539	42556	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	12	12	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'largest' 'city']	False	[-0.3374 -0.3196 -0.394  ... -0.3289 -0.1221  0.2751]
540	67146	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	29	20	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.832  3.578 -5.32  ... -3.121  2.639 -1.137]
541	59492	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	13	13	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.2112  -0.0293  -0.3755  ... -0.2402  -0.04163  0.7607 ]
542	39553	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	16	16	['is' ':' '\n' '```' '\n' 'CE' 'O' 'Name' ':' '\n']	False	[-0.1343   0.3457  -0.525   ...  0.01729  1.366   -0.1035 ]
543	12939	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	16	28	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[ 0.0788  0.943  -1.05   ... -1.534   0.6235  0.3882]
544	32989	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	5	3	"['of' 'the' 'majority' 'of' 'the' 'world' ""'"" '<s>' '<s>' '<s>']"	False	[-0.2974   0.06055 -0.3533  ... -0.3564  -0.1652   0.1011 ]
545	19234	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	2	30	['▲' ',' 'it' 'is' 'located' 'on' 'the' 'coast' 'of' 'the']	False	[-0.02605  -0.003502 -0.1543   ... -0.0808   -0.0694    0.002625]
546	48090	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	6	4	['of' 'the' 'text' 'is' 'appropriate' 'and' 'easy' 'to' 'understand' '.']	False	[-0.1796  0.1802 -0.3406 ... -0.5454 -0.0973  0.2708]
547	45322	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	18	15	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[ 0.0729  1.996  -2.5    ... -0.3994  0.936  -0.7324]
548	25324	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	31	14	['is' 'Islam' 'abad' '.' '\n' 'The' 'capital' 'of' 'Pakistan' 'is']	False	[-0.2267  0.7554 -4.066  ... -1.6455  0.7417  1.747 ]
549	72608	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	28	19	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-2.277  2.463 -6.1   ... -1.97   1.387 -2.098]
550	61634	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	21	23	[',' 'the' 'company' 'that' 'makes' 'the' 'app' ',' 'is' '{']	False	[-1.266  -1.476  -2.26   ...  0.654   0.4602 -0.2715]
551	26371	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	0	24	['con' 'forms' 'to' 'the' 'pattern' 'of' 'a' 'typical' 'industrial' 'city']	False	[-0.02698   0.002579 -0.08264  ...  0.001923  0.001781  0.013535]
552	72714	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	17	23	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.3672  0.595  -0.448  ... -0.5933  0.708  -0.4521]
553	31013	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	9	23	[',' 'with' 'a' 'population' 'of' 'over' '' '1' '0' '0']	False	[-0.487   0.074  -0.55   ... -0.8145 -0.3875  0.2346]
554	55849	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	27	27	['is' 'located' 'in' 'the' 'country' 'of' '{}' '\n' '\n' 'The']	False	[-2.71   1.081 -6.816 ... -2.97   4.496 -2.14 ]
555	26234	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	31	16	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.96    1.515  -3.174  ... -2.111   2.305   0.1958]
556	68378	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	22	18	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.10205  3.336   -3.434   ... -1.214    2.715   -1.545  ]
557	27735	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	10	12	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.2347  0.0962 -0.3257 ...  0.714   0.198   0.289 ]
558	55298	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	20	22	['is' 'located' 'in' 'the' 'country' 'of' '{' '}.' '\n' '\n']	False	[-0.373  1.386 -2.637 ... -1.066  2.434 -1.539]
559	47031	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	19	25	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.003113  1.503    -2.71     ... -1.077     1.951    -1.186   ]
560	45118	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	26	23	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-2.826   1.985  -6.188  ... -0.4546 -2.291   6.062 ]
561	62549	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	20	9	[',' 'who' 'was' 'born' 'in' '' '1' '8' '6' '0']	False	[-0.617   3.176   1.463  ... -0.683  -0.4082  1.337 ]
562	58439	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	22	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.5254  2.639  -4.62   ... -2.016   2.656  -2.006 ]
563	60777	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	15	10	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'capital' 'of']	False	[ 0.5933  -0.06915 -1.654   ... -0.587    0.5454   0.1675 ]
564	44182	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	31	26	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.76   1.585 -3.488 ... -1.726  1.613  0.826]
565	43701	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	8	3	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' '\n']	False	[-0.2776  -0.2786  -0.5195  ... -0.674   -0.2622   0.11255]
566	69203	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	0	17	['and' '{}' 'is' 'not' 'the' 'same' '.' '\n' '\n' 'In']	False	[-0.03284   0.001205 -0.08014  ...  0.01172  -0.005287  0.00798 ]
567	53265	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	17	12	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.2686 -0.3877 -1.201  ...  0.6396 -0.419  -0.2035]
568	43869	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	5	9	"['of' 'the' 'world' ""'"" 's' 'population' 'is' 'located' 'in' 'the']"	False	[-0.3672 -0.0332 -0.3623 ... -0.3315 -0.1967  0.1079]
569	55021	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	15	10	['is' 'not' 'New' 'York' 'City' '.' '\n' '\n' 'The' 'largest']	False	[ 0.3286    0.06213  -1.378    ... -0.843     0.5234    0.006943]
570	51127	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	4	29	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[-0.2583   0.03387 -0.4788  ... -0.2235  -0.2284   0.0359 ]
571	6635	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	30	17	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.908   3.771  -5.68   ... -4.555   1.158  -0.8716]
572	73172	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	2	8	['is' 'the' 'largest' 'city' 'in' 'the' 'country' '.' '\n' 'The']	False	[-0.02203  -0.007477 -0.1763   ... -0.0823   -0.03912  -0.003824]
573	10136	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	31	3	['as' 'in' 'h' 'and' 'as' 'in' 'functions' 'is' 'not' 'the']	False	[-0.03946 -1.315   -3.639   ... -0.7046   0.9844   1.3125 ]
